"Géographie";"Niveau Géo";"Mesure démographie entreprises et établissements";"Activité économique";"Forme légale";"Fréquence";Période;Valeur
"Wissous";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société par actions simplifiée";"Annuel";2018;1
"Vauhallan";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Société à responsabilité limitée (SARL)";"Annuel";2018;1
"Wissous";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Entrepreneur individuel";"Annuel";2018;1
"Les Ulis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société par actions simplifiée";"Annuel";2018;10
"Verrières-le-Buisson";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Total";"Annuel";2018;4
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Total";"Annuel";2018;13
"Bures-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2018;2
"Ballainvilliers";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2018;52
"Les Ulis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Total";"Annuel";2018;5
"Vauhallan";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2018;3
"Bures-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2018;30
"Verrières-le-Buisson";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2018;5
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2018;112
"Linas";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2018;8
"Villejust";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2018;9
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2018;29
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2018;113
"Verrières-le-Buisson";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2018;39
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Total";"Annuel";2018;8
"Verrières-le-Buisson";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2018;70
"Linas";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2018;39
"Villiers-le-Bâcle";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2018;2
"Saulx-les-Chartreux";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2018;31
"Bures-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2018;19
"Saint-Aubin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2018;1
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2018;19
"Vauhallan";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2018;18
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2018;8
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2018;5
"Verrières-le-Buisson";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Total";"Annuel";2018;9
"La Ville-du-Bois";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Total";"Annuel";2018;1
"Ballainvilliers";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Total";"Annuel";2018;2
"Bures-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2018;6
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2018;6
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2018;3
"Vauhallan";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Annuel";2018;1
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Annuel";2018;15
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Total";"Annuel";2018;9
"Saulx-les-Chartreux";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Total";"Annuel";2018;6
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Total";"Annuel";2018;3
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2018;7
"Gometz-le-Châtel";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Annuel";2018;7
"Bures-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2018;93
"Wissous";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2018;30
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2018;36
"Bures-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Total";"Annuel";2018;3
"Saint-Aubin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2018;6
"Ballainvilliers";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2018;1
"Saint-Aubin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2018;7
"Igny";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2018;8
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2018;226
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2018;23
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Annuel";2018;13
"Ballainvilliers";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Total";"Annuel";2018;1
"Ballainvilliers";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2018;4
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Total";"Annuel";2018;14
"Saulx-les-Chartreux";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Total";"Annuel";2018;4
"Villiers-le-Bâcle";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2018;4
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Total";"Annuel";2018;13
"Verrières-le-Buisson";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2018;189
"Saulx-les-Chartreux";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Total";"Annuel";2018;4
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Total";"Annuel";2018;3
"Villiers-le-Bâcle";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2018;9
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2018;9
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2018;121
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Total";"Annuel";2018;2
"Ballainvilliers";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2018;7
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2018;45
"Wissous";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2018;16
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2018;40
"Ballainvilliers";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Annuel";2018;8
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2018;29
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Total";"Annuel";2018;2
"Verrières-le-Buisson";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2018;15
"Vauhallan";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2018;10
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Total";"Annuel";2018;14
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Annuel";2018;4
"Linas";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Total";"Annuel";2018;6
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2018;56
"Saulx-les-Chartreux";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2018;16
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Annuel";2018;7
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Total";"Annuel";2018;3
"Bures-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Total";"Annuel";2018;5
"Villiers-le-Bâcle";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Total";"Annuel";2018;1
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2018;8
"Igny";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2018;39
"Ballainvilliers";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2018;23
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2018;112
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2018;19
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2018;123
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Total";"Annuel";2018;7
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2018;151
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Annuel";2018;49
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2018;54
"Villejust";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2018;8
"Les Ulis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Commerce de gros et de détail, transports, hébergement et restauration";"Total";"Annuel";2018;103
"Wissous";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Total";"Annuel";2018;12
"Villejust";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2018;4
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Total";"Annuel";2018;2
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2018;6
"Villejust";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Total";"Annuel";2018;1
"Saulx-les-Chartreux";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2018;6
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Total";"Annuel";2018;7
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Total";"Annuel";2018;3
"Ballainvilliers";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Total";"Annuel";2018;6
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2018;79
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Total";"Annuel";2018;11
"Les Ulis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2018;49
"La Ville-du-Bois";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2018;11
"Villiers-le-Bâcle";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2018;2
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2018;1
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités immobilières";"Total";"Annuel";2018;9
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2018;459
"Bures-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Total";"Annuel";2018;11
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Total";"Annuel";2018;53
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2018;19
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Total";"Annuel";2018;2
"Vauhallan";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Total";"Annuel";2018;1
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités financières et d'assurance";"Total";"Annuel";2018;5
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Total";"Annuel";2018;19
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Total";"Annuel";2018;23
"Bures-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Annuel";2018;13
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Construction";"Total";"Annuel";2018;7
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2018;79
"Linas";"Commune";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Total";"Annuel";2018;6
"Chilly-Mazarin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Industrie manufacturière, industries extractives et autres";"Total";"Annuel";2018;6
"Épinay-sur-Orge";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;13
"Igny";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;85
"Gometz-le-Châtel";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;2
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;6
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;13
"Villiers-le-Bâcle";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;2
"Gif-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;9
"Wissous";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;11
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;42
"Épinay-sur-Orge";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;83
"Gif-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;159
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;128
"Épinay-sur-Orge";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;12
"Linas";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;11
"Chilly-Mazarin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;30
"Saint-Aubin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;1
"Bures-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Autres sociétés";"Annuel";2018;1
"Vauhallan";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;15
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Autres sociétés";"Annuel";2018;5
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;90
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;40
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;14
"Linas";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;17
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;95
"Villiers-le-Bâcle";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;1
"Linas";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;54
"Bures-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;71
"La Ville-du-Bois";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;65
"Épinay-sur-Orge";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Autres sociétés";"Annuel";2018;1
"Saulx-les-Chartreux";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;3
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Autres sociétés";"Annuel";2018;5
"Champlan";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;24
"Ballainvilliers";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;5
"Verrières-le-Buisson";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;139
"Saulx-les-Chartreux";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;17
"Marcoussis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;17
"La Ville-du-Bois";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;24
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;8
"Villiers-le-Bâcle";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;6
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;49
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;21
"Les Ulis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;168
"Igny";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;23
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;2
"Champlan";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;6
"La Ville-du-Bois";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;2
"Verrières-le-Buisson";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;12
"Chilly-Mazarin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;48
"Ballainvilliers";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;39
"Bures-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;6
"Gif-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Autres sociétés";"Annuel";2018;2
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;15
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;72
"Vauhallan";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;2
"Massy";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;601
"Bures-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;15
"Wissous";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;27
"Vauhallan";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;1
"Ballainvilliers";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;8
"Saulx-les-Chartreux";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;62
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Autres sociétés";"Annuel";2018;1
"Les Ulis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;12
"Villebon-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;72
"Saclay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Autres sociétés";"Annuel";2018;3
"Gometz-le-Châtel";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;28
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;7
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;51
"Saint-Aubin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;3
"Chilly-Mazarin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;205
"Longjumeau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;193
"Orsay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;157
"Les Ulis";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;51
"Igny";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;8
"Gif-sur-Yvette";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;33
"Saint-Aubin";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;3
"Villejust";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;11
"Gometz-le-Châtel";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société par actions simplifiée";"Annuel";2018;1
"Palaiseau";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;336
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Société à responsabilité limitée (SARL)";"Annuel";2018;1
"Montlhéry";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Autres sociétés";"Annuel";2018;5
"Nozay";"Commune";"Nombre de nouvelles unités légales enregistrées";"Total";"Entrepreneur individuel";"Annuel";2018;32
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Information et communication";"Société par actions simplifiée";"Annuel";2018;120
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Construction";"Société par actions simplifiée";"Annuel";2018;70
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Autres activités de services";"Société par actions simplifiée";"Annuel";2018;32
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de nouvelles unités légales enregistrées";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Autres sociétés";"Annuel";2018;6
