"Géographie";"Niveau Géo";"Âge";"Indicateur de résidence antérieure ";"Mesure du recensement ";"Fréquence";Période;Valeur
"Saclay";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;52,086228
"Wissous";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;52,044042
"Gometz-le-Châtel";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;1,013189
"Les Ulis";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;51,783082
"Longjumeau";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;55,128619
"Igny";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;89,9933
"Villiers-le-Bâcle";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;8
"Saint-Aubin";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;9,942775
"Linas";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;79,912313
"Orsay";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;16,412119
"Linas";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;354,749294
"Bures-sur-Yvette";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;27,646093
"Bures-sur-Yvette";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;163,567822
"Nozay";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;72,379166
"Villebon-sur-Yvette";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;163,042095
"Montlhéry";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;42,72289
"Verrières-le-Buisson";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;410,514534
"Marcoussis";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;80
"Gif-sur-Yvette";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;89,008917
"Saint-Aubin";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;7,95422
"Palaiseau";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;82,157029
"Massy";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;403,644091
"Wissous";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;74,31832
"Massy";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;103,973031
"Champlan";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;30,171934
"Chilly-Mazarin";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;66,228125
"Palaiseau";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;317,505718
"Champlan";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;7,786305
"Orsay";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;575,341212
"Villiers-le-Bâcle";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;21
"Linas";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;115,134548
"Bures-sur-Yvette";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;17,295893
"Gif-sur-Yvette";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;722,99856
"Épinay-sur-Orge";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;47,421298
"Marcoussis";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;22
"Palaiseau";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;36,487525
"Palaiseau";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;1179,905623
"Gometz-le-Châtel";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;160,083893
"Chilly-Mazarin";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;29,93133
"Wissous";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;16,451191
"Massy";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;189,602894
"Orsay";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;92,939779
"Saulx-les-Chartreux";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;7,053594
"Wissous";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;26,109741
"Champlan";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;100,248683
"Saclay";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;23,675558
"Vauhallan";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;71,796355
"Orsay";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;98,030593
"Longjumeau";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;742,528722
"Saulx-les-Chartreux";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;175,90979
"Montlhéry";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;136,713248
"La Ville-du-Bois";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;124
"Saulx-les-Chartreux";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;17,200395
"Les Ulis";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;331,753582
"Gometz-le-Châtel";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;56,738595
"Vauhallan";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;27,302839
"Longjumeau";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;275,060614
"Bures-sur-Yvette";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;9,023537
"Palaiseau";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;219,389441
"Wissous";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;69,821273
"Les Ulis";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;68,642422
"Linas";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;191,912483
"Les Ulis";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;532,382418
"Villejust";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;25,055684
"Gometz-le-Châtel";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;64,844109
"Gif-sur-Yvette";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;227,785376
"Épinay-sur-Orge";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;12,115658
"Gif-sur-Yvette";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;163,658798
"Linas";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;27,237858
"Longjumeau";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;253,108678
"La Ville-du-Bois";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;103
"Saulx-les-Chartreux";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;35,169482
"Ballainvilliers";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;14
"Gif-sur-Yvette";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;158,906831
"Épinay-sur-Orge";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;109,472997
"Igny";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;28,345968
"Montlhéry";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;122,472284
"Orsay";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;50,282206
"Montlhéry";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;339,884324
"Massy";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;351,406078
"Les Ulis";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;139,253288
"Ballainvilliers";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;38
"Champlan";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;4,946576
"Gometz-le-Châtel";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;20,263784
"Ballainvilliers";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;28
"Saint-Aubin";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;10,937053
"Villiers-le-Bâcle";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;24
"Wissous";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;3,800162
"Gif-sur-Yvette";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;46,444996
"Villejust";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;77,171507
"Villejust";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;1,002227
"Saint-Aubin";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;4,971388
"Marcoussis";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;316
"Linas";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;39,273769
"Épinay-sur-Orge";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;122,097423
"Gif-sur-Yvette";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;91,18219
"Massy";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;1871,598212
"Saulx-les-Chartreux";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;80,987456
"Chilly-Mazarin";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;235,138542
"Orsay";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;161,49629
"Verrières-le-Buisson";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;110,847893
"Épinay-sur-Orge";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;438,400294
"Gif-sur-Yvette";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;276,127291
"Épinay-sur-Orge";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;99,441962
"Palaiseau";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;425,525409
"Nozay";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;30,004638
"Montlhéry";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;40,976024
"Saulx-les-Chartreux";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;43,276846
"Nozay";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;9,058651
"Saint-Aubin";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;0,994278
"Igny";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;53,413641
"Linas";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;28,758315
"Marcoussis";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;146
"Épinay-sur-Orge";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;89,998542
"Bures-sur-Yvette";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;452,720807
"Saclay";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;146,78846
"Massy";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;155,403262
"Ballainvilliers";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;50
"Igny";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;6,124125
"Chilly-Mazarin";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2011;293,269998
"Chilly-Mazarin";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;31,882762
"La Ville-du-Bois";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;50
"La Ville-du-Bois";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;323
"Vauhallan";"Commune";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;4,044865
"Nozay";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;9,101411
"Villebon-sur-Yvette";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;160,030407
"Villebon-sur-Yvette";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;520,74657
"La Ville-du-Bois";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;35
"La Ville-du-Bois";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;25
"Orsay";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;662,221316
"Vauhallan";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;7,469462
"Villiers-le-Bâcle";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2011;1
"Villejust";"Commune";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;11,024501
"Massy";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;789,496321
"Ballainvilliers";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;16
"Palaiseau";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2011;68,206448
"Montlhéry";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2011;48,982178
"Les Ulis";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2011;153,779756
"Nozay";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;202,794122
"Saclay";"Commune";"De 25 à 54 ans";"Dans une autre commune";"Population";"Annuel";2011;234,861536
"Montlhéry";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;210,211504
"Champlan";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;185,898044
"Saulx-les-Chartreux";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;317,374486
"Ballainvilliers";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;264
"Igny";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;698,85843
"Gif-sur-Yvette";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;570,488035
"Igny";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;174,599354
"Villebon-sur-Yvette";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;299,092021
"Vauhallan";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;19,201893
"Bures-sur-Yvette";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;102,777396
"Les Ulis";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;1072,03171
"Verrières-le-Buisson";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;362,791293
"Marcoussis";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;232
"Chilly-Mazarin";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;1337,204913
"Longjumeau";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;584,729504
"Villejust";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;27,060139
"Épinay-sur-Orge";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;187,479471
"Champlan";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;45,984951
"Gif-sur-Yvette";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;1205,624925
"Saulx-les-Chartreux";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;70,310216
"Saclay";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;446,648504
"Orsay";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;1464,905927
"Orsay";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;368,878782
"La Ville-du-Bois";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;575
"Gometz-le-Châtel";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;36,474811
"La Ville-du-Bois";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;183
"Linas";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;690,55464
"Marcoussis";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;582
"Gometz-le-Châtel";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;298,864085
"Saint-Aubin";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;25,851216
"Épinay-sur-Orge";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;749,938221
"Nozay";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;324,1656
"Wissous";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;376,083295
"Les Ulis";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;1117,186694
"Saclay";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;92,808187
"Bures-sur-Yvette";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;835,984961
"Linas";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;160,423939
"Massy";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;3220,141886
"Vauhallan";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;122,748116
"Villiers-le-Bâcle";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;135
"Massy";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;1443,363123
"Verrières-le-Buisson";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;856,620874
"Nozay";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;103,698479
"Villejust";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;165,367515
"Saint-Aubin";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;12,925608
"Chilly-Mazarin";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;707,839143
"Ballainvilliers";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;108
"Wissous";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;116,182366
"Montlhéry";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;648,052034
"Palaiseau";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;2005,093779
"Palaiseau";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;700,000973
"Longjumeau";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;1362,940345
"Villebon-sur-Yvette";"Commune";"Total";"Dans une autre commune";"Population";"Annuel";2011;883,344428
"Villiers-le-Bâcle";"Commune";"Total";"Autre logement dans la même commune";"Population";"Annuel";2011;52
"Villejust";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;46,101811
"Gometz-le-Châtel";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;20,081202
"Bures-sur-Yvette";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;289,33272
"Saulx-les-Chartreux";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;24,661141
"Villejust";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;31,242741
"Saulx-les-Chartreux";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;223,811246
"Igny";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;28,242541
"Gometz-le-Châtel";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;2343,88591
"Villejust";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;4,013947
"Gometz-le-Châtel";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;28,14323
"Villejust";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;2059,630091
"Bures-sur-Yvette";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;8743,53285
"Gometz-le-Châtel";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;44,220882
"Bures-sur-Yvette";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;108,399455
"Gometz-le-Châtel";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;83,411632
"Villebon-sur-Yvette";"Commune";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;160,563743
"Villebon-sur-Yvette";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;34,975322
"Saclay";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;3,938498
"Champlan";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;39,529603
"Villebon-sur-Yvette";"Commune";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;34,979838
"Saclay";"Commune";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;64,000585
"Champlan";"Commune";"55 ans ou plus";"Dans une autre commune";"Population";"Annuel";2016;7,095057
"Saclay";"Commune";"55 ans ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;8,861619
"Marcoussis";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;28
"Ballainvilliers";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;20
"Marcoussis";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;66
"Ballainvilliers";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;3987
"Villiers-le-Bâcle";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;20
"La Ville-du-Bois";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;56
"Ballainvilliers";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;94
"Marcoussis";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;11
"La Ville-du-Bois";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;22
"Marcoussis";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;376
"La Ville-du-Bois";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;256
"Marcoussis";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;7230
"La Ville-du-Bois";"Commune";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;5
"Ballainvilliers";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;243
"La Ville-du-Bois";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;6454
"La Ville-du-Bois";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;162
"Marcoussis";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;114
"Villiers-le-Bâcle";"Commune";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;1141
"Ballainvilliers";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;23
"Villiers-le-Bâcle";"Commune";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;9
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 15 à 24 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;1426,483125
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 15 à 24 ans";"Total";"Population";"Annuel";2016;7398,63969
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 15 à 24 ans";"Dans une autre commune";"Population";"Annuel";2016;5972,156564
"La Ville-du-Bois";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;402
"Villiers-le-Bâcle";"Commune";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;25
"Villiers-le-Bâcle";"Commune";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;12
"Marcoussis";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;233
"Ballainvilliers";"Commune";"1 an ou plus";"Autre logement dans la même commune";"Population";"Annuel";2016;116
"Villiers-le-Bâcle";"Commune";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;26
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 25 à 54 ans";"Total";"Population";"Annuel";2016;17188,019365
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 1 à 14 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;2736,818416
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"1 an ou plus";"Autre commune du département";"Population";"Annuel";2016;9427,84833
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"1 an ou plus";"Hors métropole ou DOM";"Population";"Annuel";2016;1930,04328
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 25 à 54 ans";"Autre logement dans la même commune";"Population";"Annuel";2016;4990,198728
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"1 an ou plus";"Hors de la région dans un DOM";"Population";"Annuel";2016;148,459839
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"1 an ou plus";"Autre département de la région";"Population";"Annuel";2016;8058,05864
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"1 an ou plus";"Hors de la région en métropole";"Population";"Annuel";2016;4007,795857
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 1 à 14 ans";"Total";"Population";"Annuel";2016;6555,848699
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"De 1 à 14 ans";"Dans une autre commune";"Population";"Annuel";2016;3819,030283
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"1 an ou plus";"Dans le même logement";"Population";"Annuel";2016;275166,223062
