"Géographie";"Niveau Géo";"Mesure démographie entreprises et établissements";"Activité économique";"Fréquence";Période;Valeur
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2015;3
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Total";"Annuel";2015;83
"Les Ulis";"Commune";"Nombre d'établissements";"Construction";"Annuel";2015;102
"Les Ulis";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2015;440
"Vauhallan";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2015;6
"Saclay";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2015;58
"Marcoussis";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2015;47
"Orsay";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2015;49
"Orsay";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2015;73
"Saint-Aubin";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2015;6
"Longjumeau";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2015;107
"Longjumeau";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2015;224
"Longjumeau";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2015;49
"Saclay";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2015;11
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2015;69
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2015;206
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2015;70
"Les Ulis";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2015;123
"Wissous";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2015;62
"Wissous";"Commune";"Nombre d'établissements";"Total";"Annuel";2015;713
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2015;49
"Orsay";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2015;90
"Saclay";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2015;9
"Marcoussis";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2015;37
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2015;20
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2015;46
"Orsay";"Commune";"Nombre d'établissements";"Construction";"Annuel";2015;69
"Orsay";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2015;219
"Wissous";"Commune";"Nombre d'établissements";"Construction";"Annuel";2015;97
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2015;8
"Villejust";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2015;17
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2015;45
"Massy";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2015;187
"Marcoussis";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2015;34
"Montlhéry";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2015;89
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2015;907
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Construction";"Annuel";2015;1989
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2015;3748
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2015;773
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Autres activités de services";"Annuel";2015;1452
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2015;2632
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2015;5067
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Activités immobilières";"Annuel";2015;891
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Total";"Annuel";2015;18592
"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre d'établissements";"Information et communication";"Annuel";2015;1133
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;135
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;107
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;4
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;62
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;255
"Champlan";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;21
"Champlan";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;16
"Champlan";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;77
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;21
"Champlan";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;33
"Ballainvilliers";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;27
"Igny";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;136
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;92
"Linas";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;31
"Champlan";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;33
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;152
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;323
"Champlan";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;17
"Champlan";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;382
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;37
"Linas";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;17
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;30
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;62
"Linas";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;110
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;82
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;551
"Ballainvilliers";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;64
"Ballainvilliers";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;100
"Champlan";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;16
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;33
"Linas";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;15
"Ballainvilliers";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;312
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;19
"Ballainvilliers";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;12
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;127
"Linas";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;22
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;1125
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;57
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;52
"Ballainvilliers";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;23
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;31
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;51
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;22
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;11
"Igny";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;24
"Linas";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;160
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;30
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;8
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;6
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;199
"Ballainvilliers";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;10
"Champlan";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;103
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;5
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;150
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;38
"Igny";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;38
"Igny";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;44
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;101
"Linas";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;480
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;14
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;22
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;38
"Igny";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;31
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;96
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;20
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;61
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;427
"Ballainvilliers";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;43
"Linas";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;23
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;165
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;1188
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;96
"Ballainvilliers";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;17
"Igny";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;570
"Igny";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;63
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;57
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;44
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;48
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;32
"Igny";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;120
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;150
"Ballainvilliers";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;16
"Linas";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;43
"Champlan";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;66
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;389
"Linas";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;59
"Igny";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;77
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;20
"Igny";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;37
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;37
"Montlhéry";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;28
"Marcoussis";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;16
"Longjumeau";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;1116
"Nozay";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;9
"Orsay";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;1210
"Palaiseau";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;86
"Orsay";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;207
"Longjumeau";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;35
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;36
"Marcoussis";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;535
"Saclay";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;36
"Saint-Aubin";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;7
"Nozay";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;67
"Saclay";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;16
"Saclay";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;59
"Wissous";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;47
"Villejust";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;11
"Villejust";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;20
"Les Ulis";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;81
"Vauhallan";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;19
"Vauhallan";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;4
"Vauhallan";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;7
"Saint-Aubin";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;36
"Palaiseau";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;85
"Les Ulis";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;58
"Nozay";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;284
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;207
"Villejust";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;17
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;3
"Massy";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;191
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;66
"Saclay";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;23
"Nozay";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;17
"Nozay";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;19
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;66
"Massy";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;90
"Saint-Aubin";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;103
"Saint-Aubin";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;23
"Marcoussis";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;84
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;3
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;61
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;494
"Nozay";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;17
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;21
"Les Ulis";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;68
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;87
"Les Ulis";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;448
"Montlhéry";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;17
"Montlhéry";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;35
"Villejust";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;16
"Villejust";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;55
"Villejust";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;17
"Wissous";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;39
"Massy";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;712
"Wissous";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;133
"Longjumeau";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;39
"Les Ulis";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;75
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;354
"Marcoussis";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;47
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;56
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;44
"Palaiseau";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;322
"Les Ulis";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;89
"Orsay";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;79
"Orsay";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;224
"Palaiseau";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;168
"Marcoussis";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;143
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;9
"Orsay";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;108
"Longjumeau";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;101
"Wissous";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;225
"Saclay";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;30
"Saint-Aubin";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;10
"Massy";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;487
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;1118
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;234
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;113
"Palaiseau";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;118
"Montlhéry";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;40
"Orsay";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;75
"Wissous";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;61
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;176
"Vauhallan";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;12
"Vauhallan";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;15
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;15
"Saclay";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;273
"Marcoussis";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;32
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;46
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;95
"Villejust";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;96
"Villejust";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;19
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;19
"Nozay";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;37
"Marcoussis";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;19
"Longjumeau";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;103
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;64
"Palaiseau";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;79
"Massy";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;2541
"Wissous";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;63
"Villejust";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;278
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;90
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;13
"Montlhéry";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;66
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;14
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;7
"Saclay";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;66
"Saint-Aubin";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;5
"Massy";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2016;204
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;73
"Wissous";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;98
"Les Ulis";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;1197
"Palaiseau";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;444
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;8
"Nozay";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;76
"Massy";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;191
"Massy";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;82
"Saint-Aubin";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;8
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;47
"Montlhéry";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;592
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;5
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;24
"Saint-Aubin";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2016;5
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2016;210
"Longjumeau";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2016;230
"Vauhallan";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;130
"Vauhallan";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;5
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;21
"Palaiseau";"Commune";"Nombre d'établissements";"Total";"Annuel";2016;1854
"Orsay";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;49
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2016;303
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2016;17
"Saint-Aubin";"Commune";"Nombre d'établissements";"Construction";"Annuel";2016;5
"Marcoussis";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2016;38
"Vauhallan";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2016;7
