"Géographie";"Niveau Géo";"Sexe";"Âge";"Mesure du recensement ";Période;Valeur
"Villebon-sur-Yvette";"Commune";"Homme";"De 55 à 64 ans";"Population";2022;628,406361
"Épinay-sur-Orge";"Commune";"Femme";"Total";"Population";2022;5499,667548
"Igny";"Commune";"Femme";"Total";"Population";2022;5268,927361
"Épinay-sur-Orge";"Commune";"Homme";"Total";"Population";2022;5126,332452
"Gif-sur-Yvette";"Commune";"Homme";"Total";"Population";2022;11390,956653
"Villebon-sur-Yvette";"Commune";"Homme";"Total";"Population";2022;5040,832251
"Igny";"Commune";"Homme";"Total";"Population";2022;5302,072639
"Linas";"Commune";"Homme";"Total";"Population";2022;3689,294329
"Verrières-le-Buisson";"Commune";"Femme";"Total";"Population";2022;7719,313034
"Gif-sur-Yvette";"Commune";"Femme";"Total";"Population";2022;11187,043347
"Vauhallan";"Commune";"Total";"De 40 à 54 ans";"Population";2022;395,32522
"Chilly-Mazarin";"Commune";"Femme";"Total";"Population";2022;10348,703128
"Les Ulis";"Commune";"Femme";"Total";"Population";2022;12790,198784
"Massy";"Commune";"Homme";"Total";"Population";2022;25380,913768
"Vauhallan";"Commune";"Total";"De 25 à 39 ans";"Population";2022;262,001039
"Palaiseau";"Commune";"Femme";"Total";"Population";2022;17744,842967
"Vauhallan";"Commune";"Total";"De 55 à 64 ans";"Population";2022;315,369282
"Orsay";"Commune";"Homme";"Total";"Population";2022;8415,758774
"Vauhallan";"Commune";"Total";"De 15 à 24 ans";"Population";2022;221,794742
"Linas";"Commune";"Femme";"Total";"Population";2022;3620,705671
"Chilly-Mazarin";"Commune";"Homme";"Total";"Population";2022;9632,296872
"Massy";"Commune";"Femme";"Total";"Population";2022;25216,086232
"Villebon-sur-Yvette";"Commune";"Femme";"Total";"Population";2022;5312,167749
"Palaiseau";"Commune";"Homme";"Total";"Population";2022;18322,157033
"Montlhéry";"Commune";"Total";"De 40 à 54 ans";"Population";2022;1803,800296
"Longjumeau";"Commune";"Homme";"Total";"Population";2022;9784,906178
"Les Ulis";"Commune";"Homme";"Total";"Population";2022;12842,801216
"Orsay";"Commune";"Femme";"Total";"Population";2022;8239,241226
"Verrières-le-Buisson";"Commune";"Homme";"Total";"Population";2022;7052,686966
"Wissous";"Commune";"Femme";"Total";"Population";2022;3579,378801
"Vauhallan";"Commune";"Femme";"Total";"Population";2022;992,578131
"Longjumeau";"Commune";"Femme";"Total";"Population";2022;10685,093822
"Linas";"Commune";"Homme";"De 55 à 64 ans";"Population";2022;391,331544
"Wissous";"Commune";"Femme";"De 65 à 79 ans";"Population";2022;450,791826
"Linas";"Commune";"Femme";"Moins de 15 ans";"Population";2022;683,052198
"Nozay";"Commune";"Femme";"Moins de 15 ans";"Population";2022;402,612344
"Nozay";"Commune";"Femme";"De 40 à 54 ans";"Population";2022;618,519124
"Wissous";"Commune";"Femme";"De 15 à 24 ans";"Population";2022;353,160133
"Linas";"Commune";"Femme";"De 25 à 39 ans";"Population";2022;718,534443
"Nozay";"Commune";"Femme";"De 25 à 39 ans";"Population";2022;364,822762
"Wissous";"Commune";"Femme";"De 40 à 54 ans";"Population";2022;703,800424
"Linas";"Commune";"Homme";"De 40 à 54 ans";"Population";2022;802,1654
"Wissous";"Commune";"Homme";"De 40 à 54 ans";"Population";2022;697,880244
"Nozay";"Commune";"Femme";"De 65 à 79 ans";"Population";2022;261,704197
"Nozay";"Commune";"Homme";"De 15 à 24 ans";"Population";2022;345,876183
"Nozay";"Commune";"Homme";"Moins de 15 ans";"Population";2022;431,734529
"Nozay";"Commune";"Femme";"De 55 à 64 ans";"Population";2022;270,208609
"Nozay";"Commune";"Homme";"De 65 à 79 ans";"Population";2022;193,149391
"Wissous";"Commune";"Homme";"Moins de 15 ans";"Population";2022;614,75895
"Nozay";"Commune";"Femme";"80 ans ou plus";"Population";2022;76,78312
"Nozay";"Commune";"Femme";"De 15 à 24 ans";"Population";2022;278,438473
"Linas";"Commune";"Femme";"De 55 à 64 ans";"Population";2022;383,946399
"Linas";"Commune";"Homme";"80 ans ou plus";"Population";2022;99,761738
"Linas";"Commune";"Femme";"80 ans ou plus";"Population";2022;137,197009
"Linas";"Commune";"Femme";"De 15 à 24 ans";"Population";2022;442,515571
"Wissous";"Commune";"Homme";"80 ans ou plus";"Population";2022;114,848143
"Wissous";"Commune";"Homme";"De 55 à 64 ans";"Population";2022;440,121228
"Wissous";"Commune";"Homme";"De 25 à 39 ans";"Population";2022;770,066472
"Nozay";"Commune";"Homme";"De 40 à 54 ans";"Population";2022;559,503864
"Nozay";"Commune";"Homme";"De 55 à 64 ans";"Population";2022;268,639639
"Linas";"Commune";"Homme";"De 25 à 39 ans";"Population";2022;720,50315
"Wissous";"Commune";"Femme";"De 55 à 64 ans";"Population";2022;486,075819
"Linas";"Commune";"Femme";"De 65 à 79 ans";"Population";2022;424,824561
"Linas";"Commune";"Homme";"De 15 à 24 ans";"Population";2022;510,981711
"Wissous";"Commune";"Homme";"De 65 à 79 ans";"Population";2022;393,324028
"Wissous";"Commune";"Femme";"Moins de 15 ans";"Population";2022;636,627933
"Nozay";"Commune";"Homme";"80 ans ou plus";"Population";2022;50,77048
"Wissous";"Commune";"Femme";"80 ans ou plus";"Population";2022;159,440106
"Nozay";"Commune";"Homme";"De 25 à 39 ans";"Population";2022;342,237283
"Wissous";"Commune";"Homme";"De 15 à 24 ans";"Population";2022;313,622134
"Bures-sur-Yvette";"Commune";"Femme";"Total";"Population";2022;4836,154844
"Nozay";"Commune";"Homme";"Total";"Population";2022;2191,911371
"Wissous";"Commune";"Homme";"Total";"Population";2022;3344,621199
"Saulx-les-Chartreux";"Commune";"Femme";"Total";"Population";2022;3420,262028
"Bures-sur-Yvette";"Commune";"Homme";"Total";"Population";2022;4644,845156
"Nozay";"Commune";"Femme";"Total";"Population";2022;2273,088629
"Saulx-les-Chartreux";"Commune";"Homme";"Total";"Population";2022;3190,737972
"Marcoussis";"Commune";"Femme";"Total";"Population";2022;4422
"Ballainvilliers";"Commune";"Homme";"Total";"Population";2022;2333
"La Ville-du-Bois";"Commune";"Homme";"Total";"Population";2022;3997
"Gometz-le-Châtel";"Commune";"Homme";"Total";"Population";2022;1300,482679
"Marcoussis";"Commune";"Homme";"Total";"Population";2022;4175
"Villejust";"Commune";"Femme";"Total";"Population";2022;1245,980985
"Villiers-le-Bâcle";"Commune";"Homme";"Total";"Population";2022;500
"La Ville-du-Bois";"Commune";"Femme";"Total";"Population";2022;4143
"Villejust";"Commune";"Homme";"Total";"Population";2022;1256,019015
"Gometz-le-Châtel";"Commune";"Femme";"Total";"Population";2022;1334,517321
"Bures-sur-Yvette";"Commune";"Homme";"80 ans ou plus";"Population";2022;272,477797
"Bures-sur-Yvette";"Commune";"Femme";"80 ans ou plus";"Population";2022;374,313601
"Bures-sur-Yvette";"Commune";"Femme";"Moins de 15 ans";"Population";2022;726,732466
"Saulx-les-Chartreux";"Commune";"Femme";"De 25 à 39 ans";"Population";2022;752,422897
"Bures-sur-Yvette";"Commune";"Femme";"De 65 à 79 ans";"Population";2022;808,861761
"Bures-sur-Yvette";"Commune";"Femme";"De 40 à 54 ans";"Population";2022;991,828778
"Saulx-les-Chartreux";"Commune";"Homme";"Moins de 15 ans";"Population";2022;688,311397
"Saulx-les-Chartreux";"Commune";"Femme";"De 55 à 64 ans";"Population";2022;411,326163
"Saulx-les-Chartreux";"Commune";"Homme";"De 25 à 39 ans";"Population";2022;692,408489
"Saulx-les-Chartreux";"Commune";"Homme";"De 40 à 54 ans";"Population";2022;670,655017
"Bures-sur-Yvette";"Commune";"Femme";"De 25 à 39 ans";"Population";2022;698,645447
"Ballainvilliers";"Commune";"Femme";"Total";"Population";2022;2505
"Bures-sur-Yvette";"Commune";"Homme";"De 15 à 24 ans";"Population";2022;660,670735
"Villejust";"Commune";"Femme";"Moins de 15 ans";"Population";2022;262,412199
"Bures-sur-Yvette";"Commune";"Femme";"De 15 à 24 ans";"Population";2022;604,259467
"Saulx-les-Chartreux";"Commune";"Femme";"Moins de 15 ans";"Population";2022;707,214285
"Gometz-le-Châtel";"Commune";"Femme";"De 15 à 24 ans";"Population";2022;140,302425
"Bures-sur-Yvette";"Commune";"Homme";"De 25 à 39 ans";"Population";2022;733,719999
"Bures-sur-Yvette";"Commune";"Homme";"Moins de 15 ans";"Population";2022;780,505291
"Villejust";"Commune";"Homme";"De 15 à 24 ans";"Population";2022;159,071935
"Gometz-le-Châtel";"Commune";"Homme";"De 40 à 54 ans";"Population";2022;284,022362
"Villejust";"Commune";"Femme";"De 15 à 24 ans";"Population";2022;146,912298
"Saulx-les-Chartreux";"Commune";"Homme";"De 15 à 24 ans";"Population";2022;365,307583
"Gometz-le-Châtel";"Commune";"Homme";"Moins de 15 ans";"Population";2022;299,559075
"Villejust";"Commune";"Homme";"De 40 à 54 ans";"Population";2022;307,843137
"Villejust";"Commune";"Homme";"Moins de 15 ans";"Population";2022;286,024854
"Gometz-le-Châtel";"Commune";"Homme";"De 15 à 24 ans";"Population";2022;166,477954
"Villejust";"Commune";"Homme";"De 25 à 39 ans";"Population";2022;247,944571
"Gometz-le-Châtel";"Commune";"Femme";"Moins de 15 ans";"Population";2022;241,666387
"Saulx-les-Chartreux";"Commune";"Femme";"De 15 à 24 ans";"Population";2022;346,296435
"Villiers-le-Bâcle";"Commune";"Femme";"Total";"Population";2022;540
"Champlan";"Commune";"Femme";"Total";"Population";2022;1264,146272
"Saclay";"Commune";"Femme";"Total";"Population";2022;2239,155799
"Villejust";"Commune";"Femme";"De 25 à 39 ans";"Population";2022;258,916549
"Saclay";"Commune";"Homme";"Total";"Population";2022;2140,844201
"Gometz-le-Châtel";"Commune";"Femme";"80 ans ou plus";"Population";2022;83,606688
"Bures-sur-Yvette";"Commune";"Femme";"De 55 à 64 ans";"Population";2022;631,513324
"Villejust";"Commune";"Femme";"De 65 à 79 ans";"Population";2022;107,332235
"Gometz-le-Châtel";"Commune";"Femme";"De 65 à 79 ans";"Population";2022;165,783602
"Gometz-le-Châtel";"Commune";"Femme";"De 40 à 54 ans";"Population";2022;322,637391
"Gometz-le-Châtel";"Commune";"Homme";"80 ans ou plus";"Population";2022;58,973123
"Saulx-les-Chartreux";"Commune";"Homme";"De 55 à 64 ans";"Population";2022;364,247804
"Villejust";"Commune";"Homme";"De 55 à 64 ans";"Population";2022;142,862411
"Gometz-le-Châtel";"Commune";"Femme";"De 25 à 39 ans";"Population";2022;230,516917
"Villejust";"Commune";"Femme";"De 40 à 54 ans";"Population";2022;286,243206
"Villejust";"Commune";"Femme";"De 55 à 64 ans";"Population";2022;147,026604
"Gometz-le-Châtel";"Commune";"Homme";"De 55 à 64 ans";"Population";2022;150,598589
"Saulx-les-Chartreux";"Commune";"Homme";"De 65 à 79 ans";"Population";2022;318,61181
"Gometz-le-Châtel";"Commune";"Homme";"De 25 à 39 ans";"Population";2022;200,701756
"Bures-sur-Yvette";"Commune";"Homme";"De 65 à 79 ans";"Population";2022;704,984535
"Saulx-les-Chartreux";"Commune";"Femme";"De 40 à 54 ans";"Population";2022;696,486486
"Gometz-le-Châtel";"Commune";"Femme";"De 55 à 64 ans";"Population";2022;150,003911
"Saulx-les-Chartreux";"Commune";"Femme";"De 65 à 79 ans";"Population";2022;383,17833
"Bures-sur-Yvette";"Commune";"Homme";"De 55 à 64 ans";"Population";2022;589,963363
"Bures-sur-Yvette";"Commune";"Homme";"De 40 à 54 ans";"Population";2022;902,523435
"Gometz-le-Châtel";"Commune";"Homme";"De 65 à 79 ans";"Population";2022;140,149822
"Saulx-les-Chartreux";"Commune";"Femme";"80 ans ou plus";"Population";2022;123,337433
"Villejust";"Commune";"Homme";"De 65 à 79 ans";"Population";2022;90,635875
"Saint-Aubin";"Commune";"Homme";"Total";"Population";2022;328,288451
"Montlhéry";"Commune";"Femme";"Total";"Population";2022;4591,446802
"Champlan";"Commune";"Homme";"Total";"Population";2022;1341,853728
"Saint-Aubin";"Commune";"Femme";"Total";"Population";2022;342,711549
"Vauhallan";"Commune";"Homme";"Total";"Population";2022;961,421869
"Montlhéry";"Commune";"Homme";"Total";"Population";2022;4646,553198
"Villejust";"Commune";"Femme";"80 ans ou plus";"Population";2022;37,137894
"Saulx-les-Chartreux";"Commune";"Homme";"80 ans ou plus";"Population";2022;91,195873
"Igny";"Commune";"Total";"Total";"Population";2022;10571
"Bures-sur-Yvette";"Commune";"Total";"Total";"Population";2022;9481
"Villejust";"Commune";"Homme";"80 ans ou plus";"Population";2022;21,636231
"Les Ulis";"Commune";"Total";"Total";"Population";2022;25633
"Gif-sur-Yvette";"Commune";"Total";"Total";"Population";2022;22578
"Verrières-le-Buisson";"Commune";"Total";"Total";"Population";2022;14772
"Linas";"Commune";"Total";"Total";"Population";2022;7310
"Orsay";"Commune";"Total";"Total";"Population";2022;16655
"Chilly-Mazarin";"Commune";"Total";"Total";"Population";2022;19981
"Villejust";"Commune";"Total";"Total";"Population";2022;2502
"Massy";"Commune";"Total";"Total";"Population";2022;50597
"Gometz-le-Châtel";"Commune";"Total";"Total";"Population";2022;2635
"Wissous";"Commune";"Total";"Total";"Population";2022;6924
"Longjumeau";"Commune";"Total";"Total";"Population";2022;20470
"Saulx-les-Chartreux";"Commune";"Total";"Total";"Population";2022;6611
"Vauhallan";"Commune";"Total";"Total";"Population";2022;1954
"Nozay";"Commune";"Total";"Total";"Population";2022;4465
"Villebon-sur-Yvette";"Commune";"Total";"Total";"Population";2022;10353
"Marcoussis";"Commune";"Homme";"De 15 à 24 ans";"Population";2022;561
"Palaiseau";"Commune";"Total";"Total";"Population";2022;36067
"Épinay-sur-Orge";"Commune";"Total";"Total";"Population";2022;10626
"Ballainvilliers";"Commune";"Femme";"80 ans ou plus";"Population";2022;195
"Marcoussis";"Commune";"Femme";"Moins de 15 ans";"Population";2022;835
"La Ville-du-Bois";"Commune";"Homme";"De 15 à 24 ans";"Population";2022;528
"Marcoussis";"Commune";"Homme";"De 65 à 79 ans";"Population";2022;476
"La Ville-du-Bois";"Commune";"Femme";"De 65 à 79 ans";"Population";2022;446
"Marcoussis";"Commune";"Homme";"Moins de 15 ans";"Population";2022;843
"Ballainvilliers";"Commune";"Homme";"Moins de 15 ans";"Population";2022;529
"La Ville-du-Bois";"Commune";"Femme";"80 ans ou plus";"Population";2022;174
"Ballainvilliers";"Commune";"Femme";"De 65 à 79 ans";"Population";2022;260
"Marcoussis";"Commune";"Homme";"80 ans ou plus";"Population";2022;176
"Ballainvilliers";"Commune";"Homme";"80 ans ou plus";"Population";2022;95
"Ballainvilliers";"Commune";"Homme";"De 65 à 79 ans";"Population";2022;212
"La Ville-du-Bois";"Commune";"Femme";"De 15 à 24 ans";"Population";2022;535
"La Ville-du-Bois";"Commune";"Femme";"De 25 à 39 ans";"Population";2022;841
"Marcoussis";"Commune";"Femme";"80 ans ou plus";"Population";2022;332
"Marcoussis";"Commune";"Femme";"De 65 à 79 ans";"Population";2022;553
"La Ville-du-Bois";"Commune";"Homme";"Moins de 15 ans";"Population";2022;786
"Ballainvilliers";"Commune";"Femme";"De 15 à 24 ans";"Population";2022;296
"Villiers-le-Bâcle";"Commune";"Homme";"De 25 à 39 ans";"Population";2022;70
"La Ville-du-Bois";"Commune";"Homme";"De 25 à 39 ans";"Population";2022;805
"Ballainvilliers";"Commune";"Femme";"Moins de 15 ans";"Population";2022;503
"Marcoussis";"Commune";"Homme";"De 40 à 54 ans";"Population";2022;874
"Ballainvilliers";"Commune";"Homme";"De 25 à 39 ans";"Population";2022;419
"Marcoussis";"Commune";"Femme";"De 15 à 24 ans";"Population";2022;489
"Villiers-le-Bâcle";"Commune";"Femme";"De 15 à 24 ans";"Population";2022;56
"Marcoussis";"Commune";"Femme";"De 55 à 64 ans";"Population";2022;538
"Villiers-le-Bâcle";"Commune";"Homme";"Moins de 15 ans";"Population";2022;88
"La Ville-du-Bois";"Commune";"Femme";"Moins de 15 ans";"Population";2022;783
"La Ville-du-Bois";"Commune";"Homme";"De 65 à 79 ans";"Population";2022;388
"La Ville-du-Bois";"Commune";"Homme";"De 40 à 54 ans";"Population";2022;874
"Marcoussis";"Commune";"Homme";"De 55 à 64 ans";"Population";2022;553
"Marcoussis";"Commune";"Femme";"De 25 à 39 ans";"Population";2022;760
"Ballainvilliers";"Commune";"Homme";"De 15 à 24 ans";"Population";2022;313
"Marcoussis";"Commune";"Homme";"De 25 à 39 ans";"Population";2022;692
"Champlan";"Commune";"Total";"Total";"Population";2022;2606
"Marcoussis";"Commune";"Total";"Total";"Population";2022;8597
"Saint-Aubin";"Commune";"Total";"Total";"Population";2022;671
"Ballainvilliers";"Commune";"Total";"Total";"Population";2022;4838
"La Ville-du-Bois";"Commune";"Total";"Total";"Population";2022;8140
"Montlhéry";"Commune";"Total";"Total";"Population";2022;9238
"Villiers-le-Bâcle";"Commune";"Total";"Total";"Population";2022;1040
"Saclay";"Commune";"Total";"Total";"Population";2022;4380
"La Ville-du-Bois";"Commune";"Homme";"De 55 à 64 ans";"Population";2022;504
"La Ville-du-Bois";"Commune";"Femme";"De 40 à 54 ans";"Population";2022;886
"Longjumeau";"Commune";"Femme";"De 20 à 64 ans";"Population";2022;5898,070127
"Palaiseau";"Commune";"Homme";"De 20 à 64 ans";"Population";2022;11704,030072
"Les Ulis";"Commune";"Femme";"De 20 à 64 ans";"Population";2022;7320,227345
"Gif-sur-Yvette";"Commune";"Homme";"Moins de 20 ans";"Population";2022;2637,913415
"La Ville-du-Bois";"Commune";"Femme";"De 55 à 64 ans";"Population";2022;478
"Villebon-sur-Yvette";"Commune";"Homme";"65 ans ou plus";"Population";2022;904,411947
"Orsay";"Commune";"Homme";"Moins de 20 ans";"Population";2022;1961,645293
"Gif-sur-Yvette";"Commune";"Femme";"Moins de 20 ans";"Population";2022;2547,206663
"Massy";"Commune";"Femme";"De 20 à 64 ans";"Population";2022;15565,623365
"Orsay";"Commune";"Femme";"De 20 à 64 ans";"Population";2022;4827,045115
"Verrières-le-Buisson";"Commune";"Femme";"Moins de 20 ans";"Population";2022;1633,72464
"Orsay";"Commune";"Femme";"65 ans ou plus";"Population";2022;1653,239545
"Verrières-le-Buisson";"Commune";"Homme";"De 20 à 64 ans";"Population";2022;3694,798266
"Igny";"Commune";"Femme";"De 20 à 64 ans";"Population";2022;2998,312192
"Longjumeau";"Commune";"Homme";"Moins de 20 ans";"Population";2022;2679,30378
"Les Ulis";"Commune";"Homme";"Moins de 20 ans";"Population";2022;3847,759207
"Verrières-le-Buisson";"Commune";"Homme";"Moins de 20 ans";"Population";2022;1801,011179
"Chilly-Mazarin";"Commune";"Homme";"65 ans ou plus";"Population";2022;1073,398626
"Chilly-Mazarin";"Commune";"Homme";"Moins de 20 ans";"Population";2022;2778,501509
"Longjumeau";"Commune";"Femme";"Moins de 20 ans";"Population";2022;2809,536756
"Gif-sur-Yvette";"Commune";"Femme";"65 ans ou plus";"Population";2022;2409,038186
"Vauhallan";"Commune";"Femme";"65 ans ou plus";"Population";2022;254,895094
"Les Ulis";"Commune";"Homme";"65 ans ou plus";"Population";2022;1634,567138
"Igny";"Commune";"Femme";"Moins de 20 ans";"Population";2022;1267,272245
"Les Ulis";"Commune";"Homme";"De 20 à 64 ans";"Population";2022;7360,474871
"Les Ulis";"Commune";"Femme";"65 ans ou plus";"Population";2022;1876,602014
"Igny";"Commune";"Femme";"65 ans ou plus";"Population";2022;1003,342923
"Linas";"Commune";"Homme";"Moins de 20 ans";"Population";2022;1024,353171
"Villebon-sur-Yvette";"Commune";"Femme";"65 ans ou plus";"Population";2022;1149,493831
"Verrières-le-Buisson";"Commune";"Femme";"65 ans ou plus";"Population";2022;2085,941639
"Palaiseau";"Commune";"Femme";"De 20 à 64 ans";"Population";2022;10714,050774
"Verrières-le-Buisson";"Commune";"Homme";"65 ans ou plus";"Population";2022;1556,877521
"Épinay-sur-Orge";"Commune";"Homme";"De 20 à 64 ans";"Population";2022;3072,217887
"Villebon-sur-Yvette";"Commune";"Homme";"De 20 à 64 ans";"Population";2022;2937,510695
"Verrières-le-Buisson";"Commune";"Femme";"De 20 à 64 ans";"Population";2022;3999,646755
"Massy";"Commune";"Femme";"65 ans ou plus";"Population";2022;3642,992548
"Palaiseau";"Commune";"Homme";"Moins de 20 ans";"Population";2022;4353,24416
"Massy";"Commune";"Homme";"De 20 à 64 ans";"Population";2022;16093,423104
"Palaiseau";"Commune";"Femme";"65 ans ou plus";"Population";2022;2957,796162
"Orsay";"Commune";"Femme";"Moins de 20 ans";"Population";2022;1758,956566
"Chilly-Mazarin";"Commune";"Homme";"De 20 à 64 ans";"Population";2022;5780,396737
"Gif-sur-Yvette";"Commune";"Homme";"65 ans ou plus";"Population";2022;1871,398597
"Gif-sur-Yvette";"Commune";"Femme";"De 20 à 64 ans";"Population";2022;6230,798498
"Wissous";"Commune";"Femme";"De 20 à 64 ans";"Population";2022;2162,911991
"Igny";"Commune";"Homme";"Moins de 20 ans";"Population";2022;1423,205247
"Les Ulis";"Commune";"Femme";"Moins de 20 ans";"Population";2022;3593,369425
"Épinay-sur-Orge";"Commune";"Femme";"De 20 à 64 ans";"Population";2022;3176,262063
"Gif-sur-Yvette";"Commune";"Homme";"De 20 à 64 ans";"Population";2022;6881,644641
"Chilly-Mazarin";"Commune";"Femme";"65 ans ou plus";"Population";2022;1634,646058
"Massy";"Commune";"Femme";"Moins de 20 ans";"Population";2022;6007,470319
"Orsay";"Commune";"Homme";"65 ans ou plus";"Population";2022;1239,109579
"Villebon-sur-Yvette";"Commune";"Homme";"Moins de 20 ans";"Population";2022;1198,909608
"Épinay-sur-Orge";"Commune";"Femme";"Moins de 20 ans";"Population";2022;1143,142486
"Igny";"Commune";"Homme";"65 ans ou plus";"Population";2022;778,776574
"Chilly-Mazarin";"Commune";"Femme";"Moins de 20 ans";"Population";2022;2745,171454
"Longjumeau";"Commune";"Homme";"De 20 à 64 ans";"Population";2022;5761,599947
"Longjumeau";"Commune";"Homme";"65 ans ou plus";"Population";2022;1344,002451
"Igny";"Commune";"Homme";"De 20 à 64 ans";"Population";2022;3100,090818
"Orsay";"Commune";"Homme";"De 20 à 64 ans";"Population";2022;5215,003902
"Épinay-sur-Orge";"Commune";"Homme";"65 ans ou plus";"Population";2022;908,725209
"Massy";"Commune";"Homme";"65 ans ou plus";"Population";2022;2827,157993
"Massy";"Commune";"Homme";"Moins de 20 ans";"Population";2022;6460,332672
"Épinay-sur-Orge";"Commune";"Femme";"65 ans ou plus";"Population";2022;1180,262999
"Palaiseau";"Commune";"Femme";"Moins de 20 ans";"Population";2022;4072,99603
"Épinay-sur-Orge";"Commune";"Homme";"Moins de 20 ans";"Population";2022;1145,389356
"Longjumeau";"Commune";"Femme";"65 ans ou plus";"Population";2022;1977,486939
"Villebon-sur-Yvette";"Commune";"Femme";"De 20 à 64 ans";"Population";2022;2996,573828
"Linas";"Commune";"Homme";"65 ans ou plus";"Population";2022;492,58576
"Villiers-le-Bâcle";"Commune";"Femme";"De 25 à 39 ans";"Population";2022;81
"Marcoussis";"Commune";"Femme";"De 40 à 54 ans";"Population";2022;915
"Linas";"Commune";"Femme";"De 20 à 64 ans";"Population";2022;2150,013476
"Villebon-sur-Yvette";"Commune";"Femme";"Moins de 20 ans";"Population";2022;1166,10009
"Palaiseau";"Commune";"Homme";"65 ans ou plus";"Population";2022;2264,882801
"Chilly-Mazarin";"Commune";"Femme";"De 20 à 64 ans";"Population";2022;5968,885616
"Ballainvilliers";"Commune";"Homme";"De 40 à 54 ans";"Population";2022;511
"Villiers-le-Bâcle";"Commune";"Homme";"De 65 à 79 ans";"Population";2022;84
"Villiers-le-Bâcle";"Commune";"Femme";"De 55 à 64 ans";"Population";2022;70
"Ballainvilliers";"Commune";"Femme";"De 55 à 64 ans";"Population";2022;255
"Villiers-le-Bâcle";"Commune";"Femme";"De 40 à 54 ans";"Population";2022;123
"Villiers-le-Bâcle";"Commune";"Homme";"De 15 à 24 ans";"Population";2022;52
"Villiers-le-Bâcle";"Commune";"Femme";"80 ans ou plus";"Population";2022;13
"La Ville-du-Bois";"Commune";"Homme";"80 ans ou plus";"Population";2022;112
"Ballainvilliers";"Commune";"Femme";"De 40 à 54 ans";"Population";2022;535
"Villiers-le-Bâcle";"Commune";"Homme";"De 40 à 54 ans";"Population";2022;125
"Villiers-le-Bâcle";"Commune";"Femme";"Moins de 15 ans";"Population";2022;108
"Ballainvilliers";"Commune";"Femme";"De 25 à 39 ans";"Population";2022;461
"Ballainvilliers";"Commune";"Homme";"De 55 à 64 ans";"Population";2022;254
"Villiers-le-Bâcle";"Commune";"Homme";"De 55 à 64 ans";"Population";2022;67
"Villiers-le-Bâcle";"Commune";"Femme";"De 65 à 79 ans";"Population";2022;89
"Villiers-le-Bâcle";"Commune";"Homme";"80 ans ou plus";"Population";2022;14
"Saclay";"Commune";"Homme";"De 25 à 39 ans";"Population";2022;315,027958
"Champlan";"Commune";"Femme";"De 65 à 79 ans";"Population";2022;178,986641
"Saclay";"Commune";"Femme";"De 65 à 79 ans";"Population";2022;237,672947
"Saclay";"Commune";"Femme";"80 ans ou plus";"Population";2022;144,949626
"Saclay";"Commune";"Homme";"Moins de 15 ans";"Population";2022;479,444659
"Saclay";"Commune";"Homme";"De 55 à 64 ans";"Population";2022;225,54401
"Saclay";"Commune";"Femme";"De 55 à 64 ans";"Population";2022;232,530686
"Saclay";"Commune";"Homme";"De 65 à 79 ans";"Population";2022;211,225267
"Saclay";"Commune";"Femme";"De 25 à 39 ans";"Population";2022;343,357628
"Saclay";"Commune";"Femme";"Moins de 15 ans";"Population";2022;441,315714
"Saclay";"Commune";"Homme";"80 ans ou plus";"Population";2022;75,751014
"Champlan";"Commune";"Femme";"De 25 à 39 ans";"Population";2022;191,419385
"Champlan";"Commune";"Homme";"De 65 à 79 ans";"Population";2022;141,892743
"Saint-Aubin";"Commune";"Homme";"De 65 à 79 ans";"Population";2022;58,097732
"Champlan";"Commune";"Homme";"De 15 à 24 ans";"Population";2022;201,901476
"Champlan";"Commune";"Femme";"Moins de 15 ans";"Population";2022;210,500386
"Saclay";"Commune";"Femme";"De 15 à 24 ans";"Population";2022;297,888311
"Champlan";"Commune";"Femme";"De 55 à 64 ans";"Population";2022;168,401184
"Saint-Aubin";"Commune";"Femme";"De 55 à 64 ans";"Population";2022;36,073739
"Champlan";"Commune";"Homme";"80 ans ou plus";"Population";2022;49,915406
"Champlan";"Commune";"Homme";"Moins de 15 ans";"Population";2022;248,534171
"Saclay";"Commune";"Femme";"De 40 à 54 ans";"Population";2022;541,440887
"Linas";"Commune";"Femme";"65 ans ou plus";"Population";2022;562,021569
"Nozay";"Commune";"Femme";"65 ans ou plus";"Population";2022;338,487317
"Wissous";"Commune";"Homme";"De 20 à 64 ans";"Population";2022;2047,830233
"Wissous";"Commune";"Femme";"Moins de 20 ans";"Population";2022;806,234878
"Nozay";"Commune";"Homme";"Moins de 20 ans";"Population";2022;618,208335
"Linas";"Commune";"Femme";"Moins de 20 ans";"Population";2022;908,670625
"Wissous";"Commune";"Homme";"65 ans ou plus";"Population";2022;508,172171
"Nozay";"Commune";"Femme";"De 20 à 64 ans";"Population";2022;1375,766473
"Nozay";"Commune";"Femme";"Moins de 20 ans";"Population";2022;558,834839
"Nozay";"Commune";"Homme";"65 ans ou plus";"Population";2022;243,919872
"Wissous";"Commune";"Homme";"Moins de 20 ans";"Population";2022;788,618795
"Nozay";"Commune";"Homme";"De 20 à 64 ans";"Population";2022;1329,783164
"Saint-Aubin";"Commune";"Homme";"80 ans ou plus";"Population";2022;12,96851
"Champlan";"Commune";"Homme";"De 25 à 39 ans";"Population";2022;233,11837
"Saclay";"Commune";"Homme";"De 15 à 24 ans";"Population";2022;312,485267
