"Géographie";"Niveau Géo";"Catégorie de logement";"Durée de séjour";"Type de logement";"Combustible";"Nombre de voitures du ménage";"Mesure du recensement ";"Garage-box-parking";"Nombre de pièces du logement";"Statut d’occupation du logement";"Période d’achèvement du logement";Période;Valeur
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1647
"Marcoussis";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;3151
"Épinay-sur-Orge";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;4294,29593
"Vauhallan";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;11,41745
"Nozay";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;14,04514
"Saint-Aubin";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;9,48322
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2756
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;6103,12257
"Villejust";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;890
"Linas";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;188,259
"Palaiseau";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1301,86018
"Villejust";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;8,13216
"Marcoussis";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;176
"Épinay-sur-Orge";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;202,41119
"Gometz-le-Châtel";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;70,37838
"Massy";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;967,43773
"Les Ulis";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;9422,16327
"Bures-sur-Yvette";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;228,98441
"Villebon-sur-Yvette";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;77,4919
"Nozay";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1791
"Villiers-le-Bâcle";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;500
"Orsay";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;6955,30554
"Bures-sur-Yvette";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;113,48789
"Vauhallan";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;37,10671
"Palaiseau";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;402,59693
"Saulx-les-Chartreux";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;79,57468
"Wissous";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;157,64044
"Champlan";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;64,57202
"Épinay-sur-Orge";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;31,70687
"Les Ulis";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;181,90004
"Igny";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;318,23772
"Villiers-le-Bâcle";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;25
"Ballainvilliers";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;129
"Villebon-sur-Yvette";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;244,18958
"Gif-sur-Yvette";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;193,47116
"Villebon-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;4471,96711
"Chilly-Mazarin";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;563,63483
"Longjumeau";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;749,3914
"Ballainvilliers";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;15
"Massy";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;21524,23027
"Montlhéry";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;54,00165
"Saulx-les-Chartreux";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;125,04592
"Saclay";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;69,38211
"Linas";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2549
"Chilly-Mazarin";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;153,45504
"Wissous";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;29,1183
"Verrières-le-Buisson";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;345,64731
"Verrières-le-Buisson";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;88,79547
"Villejust";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;47,77643
"Orsay";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;530,89231
"Marcoussis";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;38
"Massy";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;456,13677
"Igny";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;66,70586
"Saclay";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1443,45935
"Vauhallan";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;790,89902
"Longjumeau";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;75,41117
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2099
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;3734
"Montlhéry";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;338,73762
"Saint-Aubin";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;283,78378
"Nozay";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;73,23536
"Palaiseau";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;14698,59643
"Champlan";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;9,09465
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;8284,7642
"La Ville-du-Bois";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;24
"La Ville-du-Bois";"Commune";"Logements vacants";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;159
"Igny";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;4007,67344
"Villiers-le-Bâcle";"Commune";"Résidences secondaires et logements occasionnels";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;8334,18451
"Champlan";"Commune";"Résidences principales";"Total";"Total";"Total";"Total";"Logements";"Total";"Total";"Total";"Total";2016;973,03638
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;91,33618
"Marcoussis";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;221
"Saint-Aubin";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;124,46657
"Nozay";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;73,9536
"Longjumeau";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2,64249
"Wissous";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;20,06017
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;5371,75817
"Les Ulis";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;8725,21631
"Épinay-sur-Orge";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;121,98267
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2078,76274
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;97
"Saint-Aubin";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;5,9744
"Massy";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;512,43402
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1065,0099
"Villiers-le-Bâcle";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;3
"Épinay-sur-Orge";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;18,92686
"Saclay";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;28,55411
"Champlan";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;306,10103
"Marcoussis";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;25
"Les Ulis";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2,78225
"Longjumeau";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;376,78385
"Longjumeau";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;5328,28962
"Villejust";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;94,10454
"Vauhallan";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2,94745
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;277,64615
"Nozay";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;77,45898
"Wissous";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1249,56647
"Linas";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1114,28051
"Épinay-sur-Orge";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2613,05558
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;691,87151
"Linas";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;910,95166
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;53,36589
"Montlhéry";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1144,2525
"Palaiseau";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;68,39062
"Saclay";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;6,89237
"Les Ulis";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;549,42471
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;14,43224
"Longjumeau";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;151,96173
"Orsay";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;707,43461
"Villebon-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;23,97301
"Vauhallan";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;392,9933
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;528
"Les Ulis";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;72,26193
"Saclay";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;431,26548
"Linas";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;248,41937
"Linas";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;64,82443
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;306,87551
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1079
"Montlhéry";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1658,87707
"Montlhéry";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;151,70765
"Vauhallan";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;89,40598
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;37,17596
"Nozay";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;8,03468
"Saint-Aubin";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;141,39403
"Orsay";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;3568,36323
"Villejust";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;556,50827
"Linas";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;210,52403
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;8
"Wissous";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1567,16825
"Igny";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;113,99108
"Vauhallan";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;277,06028
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2059,95554
"Champlan";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;465,23302
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;102,06257
"Villebon-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;113,87182
"Marcoussis";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1287
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;153,61444
"Villejust";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;88,97167
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;31,84539
"Massy";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;229,5591
"Orsay";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2554,96856
"Champlan";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;6,08148
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;4470,69824
"Wissous";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;203,94135
"Villejust";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;117,15153
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;563,64331
"Épinay-sur-Orge";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;396,14549
"Ballainvilliers";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;74
"Massy";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;16619,63551
"Montlhéry";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;191,36979
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;54,27072
"Champlan";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;141,90114
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;530,60699
"Igny";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2392,01908
"Longjumeau";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2813,88929
"Villebon-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1805,96705
"Palaiseau";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;9228,09967
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;137,71396
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;2408,45602
"Igny";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;402,89927
"Gometz-le-Châtel";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;373,89988
"Saclay";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;915,70068
"Igny";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1087,45555
"Villiers-le-Bâcle";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;20
"Montlhéry";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;36,68747
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;171
"Saint-Aubin";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;11,94879
"Marcoussis";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;215
"La Ville-du-Bois";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1274
"Chilly-Mazarin";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;107,81309
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1242,9386
"Les Ulis";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;72,47808
"Palaiseau";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1059,30149
"Nozay";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;534,55043
"Bures-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;14,08697
"Verrières-le-Buisson";"Commune";"Résidences principales";"Total";"Total";"Gaz en bouteilles ou en citerne";"Total";"Logements";"Total";"Total";"Total";"Total";2016;8,39887
"Nozay";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;1097,00231
"Villiers-le-Bâcle";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;202
"Saulx-les-Chartreux";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;779,78134
"Villiers-le-Bâcle";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;14
"Massy";"Commune";"Résidences principales";"Total";"Total";"Electricité";"Total";"Logements";"Total";"Total";"Total";"Total";2016;4134,03768
"Wissous";"Commune";"Résidences principales";"Total";"Total";"Autres (bois, solaire, géothermie, etc.)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;100,26376
"Gif-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Gaz de ville - réseau de chaleur";"Total";"Logements";"Total";"Total";"Total";"Total";2016;3242,54626
"Villebon-sur-Yvette";"Commune";"Résidences principales";"Total";"Total";"Fioul (mazout)";"Total";"Logements";"Total";"Total";"Total";"Total";2016;362,59297
